sector,macro,x,y,z,source
cluster_01_sector003_macro,zone001_cluster_01_sector003_macro,-50039.0625,0.0,-153585.9375,
cluster_01_sector003_macro,zone002_cluster_01_sector003_macro,163507.8125,0.0,-150062.5,
cluster_01_sector003_macro,zone003_cluster_01_sector003_macro,32882.8125,0.0,107679.6875,
cluster_02_sector001_macro,zone001_cluster_02_sector001_macro,-87085.0625,0.0,-89801.140625,
cluster_02_sector001_macro,zone002_cluster_02_sector001_macro,110416.3203125,0.0,83192.765625,
cluster_02_sector001_macro,zone003_cluster_02_sector001_macro,-79336.4140625,0.0,96889.015625,
cluster_02_sector001_macro,zone004_cluster_02_sector001_macro,-114310.4140625,0.0,-8096.015625,
cluster_03_sector001_macro,zone001_cluster_03_sector001_macro,-65355.25390625,0.0,-80258.5703125,
cluster_03_sector001_macro,zone002_cluster_03_sector001_macro,-74079.65625,0.0,102953.9375,
cluster_03_sector001_macro,zone003_cluster_03_sector001_macro,136099.1875,0.0,95815.78125,
cluster_04_sector001_macro,tzonecluster_04_sector001shcon10_gatezone_macro,50000.0,0.0,-200000.0,
cluster_04_sector001_macro,tzonecluster_04_sector001shcon6_gatezone_macro,39948.3359375,0.0,-200000.0,
cluster_04_sector001_macro,zone001_cluster_04_sector001_macro,43763.25390625,0.0,-153542.640625,
cluster_04_sector001_macro,zone002_cluster_04_sector001_macro,113126.984375,0.0,136241.921875,
cluster_04_sector001_macro,zone003_cluster_04_sector001_macro,-86161.1015625,0.0,-27367.986328125,
cluster_04_sector001_macro,zone004_cluster_04_sector001_macro,457655.34375,0.0,381549.59375,
cluster_04_sector001_macro,zone005_cluster_04_sector001_macro,790515.3125,0.0,956214.1875,
cluster_04_sector001_macro,zone006_cluster_04_sector001_macro,404746.125,0.0,277341.625,
cluster_04_sector001_macro,zone007_cluster_04_sector001_macro,661036.125,0.0,633698.25,
cluster_04_sector001_macro,zone008_cluster_04_sector001_macro,446002.0,0.0,506310.125,
cluster_04_sector001_macro,zone009_cluster_04_sector001_macro,636742.25,0.0,814874.5,
cluster_04_sector001_macro,zone010_cluster_04_sector001_macro,743979.5,0.0,726908.75,
cluster_04_sector001_macro,zone011_cluster_04_sector001_macro,863285.0,0.0,555921.25,
cluster_04_sector001_macro,zone012_cluster_04_sector001_macro,297325.75,0.0,533514.5,
cluster_04_sector001_macro,zone013_cluster_04_sector001_macro,-23423.0,0.0,111898.0,
cluster_04_sector001_macro,zone014_cluster_04_sector001_macro,613748.0,0.0,409677.0,
cluster_04_sector001_macro,zone015_cluster_04_sector001_macro,569047.5,0.0,540347.0,
cluster_04_sector001_macro,zone016_cluster_04_sector001_macro,413067.0,0.0,667920.0,
cluster_04_sector001_macro,zone017_cluster_04_sector001_macro,325770.0,0.0,156231.0,
cluster_04_sector001_macro,zone018_cluster_04_sector001_macro,89093.0,0.0,607.0,
cluster_04_sector001_macro,zone019_cluster_04_sector001_macro,202528.0,0.0,285878.0,
cluster_04_sector001_macro,zone020_cluster_04_sector001_macro,795808.0,0.0,889770.0,
cluster_04_sector002_macro,tzonecluster_04_sector002shcon5_gatezone_macro,-50000.0,0.0,200000.0,
cluster_04_sector002_macro,tzonecluster_04_sector002shcon9_gatezone_macro,-39333.7421875,0.0,200000.0,
cluster_04_sector002_macro,zone001_cluster_04_sector002_macro,-41734.3125,0.0,166070.3125,
cluster_04_sector002_macro,zone002_cluster_04_sector002_macro,107094.7265625,0.0,-97949.21875,
cluster_05_sector001_macro,zone001_cluster_05_sector001_macro,-17177.61328125,0.0,83957.8984375,
cluster_05_sector001_macro,zone002_cluster_05_sector001_macro,70192.2578125,0.0,-1598.5642089844,
cluster_05_sector001_macro,zone003_cluster_05_sector001_macro,52811.34765625,0.0,-95246.0859375,
cluster_05_sector001_macro,zone004_cluster_05_sector001_macro,-118114.5546875,0.0,-103206.5078125,
cluster_06_sector001_macro,tzonecluster_06_sector001shcon11_gatezone_macro,200000.0,0.0,15.5868530273,
cluster_06_sector001_macro,tzonecluster_06_sector001shcon12_gatezone_macro,200000.0,0.0,-9922.0888671875,
cluster_06_sector001_macro,zone001_cluster_06_sector001_macro,26852.755859375,0.0,-105772.03125,
cluster_06_sector001_macro,zone002_cluster_06_sector001_macro,165479.40625,0.0,-6450.6606445312,
cluster_06_sector001_macro,zone003_cluster_06_sector001_macro,-85770.6484375,0.0,93376.3671875,
cluster_06_sector001_macro,zone004_cluster_06_sector001_macro,19492.6484375,0.0,164808.3671875,
cluster_06_sector002_macro,tzonecluster_06_sector002shcon7_gatezone_macro,-200000.0,0.0,113416.5,
cluster_06_sector002_macro,tzonecluster_06_sector002shcon8_gatezone_macro,-200000.0,0.0,103443.359375,
cluster_06_sector002_macro,zone001_cluster_06_sector002_macro,-155000.0,0.0,106263.671875,
cluster_06_sector002_macro,zone002_cluster_06_sector002_macro,-89757.8125,0.0,-93534.1796875,
cluster_06_sector002_macro,zone003_cluster_06_sector002_macro,113093.75,0.0,-85378.90625,
cluster_06_sector002_macro,zone004_cluster_06_sector002_macro,89656.25,0.0,98108.3984375,
cluster_07_sector001_macro,zone001_cluster_07_sector001_macro,8304.947265625,0.0,-124507.3125,
cluster_07_sector001_macro,zone002_cluster_07_sector001_macro,-869.4458007812,0.0,84464.859375,
cluster_07_sector001_macro,zone003_cluster_07_sector001_macro,173159.984375,0.0,6001.0317382812,
cluster_08_sector001_macro,zone001_cluster_08_sector001_macro,-258.1977844238,0.0,78112.703125,
cluster_08_sector001_macro,zone002_cluster_08_sector001_macro,76826.984375,0.0,-3111.8012695312,
cluster_08_sector001_macro,zone003_cluster_08_sector001_macro,26130.646484375,0.0,-142359.53125,
cluster_08_sector001_macro,zone004_cluster_08_sector001_macro,-147944.453125,0.0,-67755.9140625,
cluster_08_sector001_macro,zone005_cluster_08_sector001_macro,-35243.1796875,0.0,-24661.796875,
cluster_08_sector001_macro,zone006_cluster_08_sector001_macro,-73511.1796875,0.0,-164942.796875,
cluster_09_sector001_macro,zone001_cluster_09_sector001_macro,-476.5892028809,0.0,82222.796875,
cluster_09_sector001_macro,zone002_cluster_09_sector001_macro,8893.9130859375,0.0,-111674.546875,
cluster_09_sector001_macro,zone003_cluster_09_sector001_macro,-149183.125,0.0,-4328.8134765625,
cluster_09_sector001_macro,zone004_cluster_09_sector001_macro,152042.625,0.0,131248.265625,
cluster_09_sector001_macro,zone005_cluster_09_sector001_macro,152552.3125,0.0,-91995.1875,
cluster_09_sector001_macro,zone006_cluster_09_sector001_macro,-15415.466796875,0.0,-12223.9833984375,
cluster_100_sector001_macro,zone001_cluster_100_sector001_macro,-114153.03125,0.0,116118.703125,ego_dlc_terran
cluster_100_sector001_macro,zone002_cluster_100_sector001_macro,-21916.24609375,0.0,108944.6796875,ego_dlc_terran
cluster_100_sector001_macro,zone003_cluster_100_sector001_macro,69261.015625,0.0,57018.04296875,ego_dlc_terran
cluster_100_sector001_macro,zone004_cluster_100_sector001_macro,92201.28125,0.0,-35614.76953125,ego_dlc_terran
cluster_100_sector001_macro,zone005_cluster_100_sector001_macro,75408.1328125,0.0,-126087.234375,ego_dlc_terran
cluster_101_sector001_macro,zone001_cluster_101_sector001_macro,-114153.03125,0.0,116118.703125,ego_dlc_terran
cluster_101_sector001_macro,zone002_cluster_101_sector001_macro,3637.3442382812,0.0,120528.09375,ego_dlc_terran
cluster_101_sector001_macro,zone003_cluster_101_sector001_macro,-75256.7734375,0.0,-33358.421875,ego_dlc_terran
cluster_101_sector001_macro,zone004_cluster_101_sector001_macro,106003.796875,0.0,11714.935546875,ego_dlc_terran
cluster_101_sector001_macro,zone005_cluster_101_sector001_macro,75408.1328125,0.0,-126087.234375,ego_dlc_terran
cluster_102_sector001_macro,zone001_cluster_102_sector001_macro,-124678.890625,0.0,-47108.84765625,ego_dlc_terran
cluster_102_sector001_macro,zone002_cluster_102_sector001_macro,-77654.3203125,0.0,125309.953125,ego_dlc_terran
cluster_102_sector001_macro,zone003_cluster_102_sector001_macro,90514.46875,0.0,77155.703125,ego_dlc_terran
cluster_102_sector001_macro,zone004_cluster_102_sector001_macro,-16199.36328125,0.0,-64794.8515625,ego_dlc_terran
cluster_102_sector001_macro,zone005_cluster_102_sector001_macro,76468.1328125,0.0,-96198.4296875,ego_dlc_terran
cluster_104_sector001_macro,tzonecluster_104_sector001shcon10_gatezone_macro,50000.0,0.0,-200000.0,ego_dlc_terran
cluster_104_sector001_macro,tzonecluster_104_sector001shcon6_gatezone_macro,-50000.0,0.0,-200000.0,ego_dlc_terran
cluster_104_sector001_macro,zone001_cluster_104_sector001_macro,-114153.03125,0.0,116118.703125,ego_dlc_terran
cluster_104_sector001_macro,zone002_cluster_104_sector001_macro,-613.1934814453,0.0,115214.9296875,ego_dlc_terran
cluster_104_sector001_macro,zone003_cluster_104_sector001_macro,117080.328125,0.0,114347.96875,ego_dlc_terran
cluster_104_sector001_macro,zone004_cluster_104_sector001_macro,18336.318359375,0.0,-79140.4609375,ego_dlc_terran
cluster_104_sector001_macro,zone005_cluster_104_sector001_macro,-92491.0078125,0.0,-124889.625,ego_dlc_terran
cluster_104_sector002_macro,tzonecluster_104_sector002shcon5_gatezone_macro,-50000.0,0.0,200000.0,ego_dlc_terran
cluster_104_sector002_macro,tzonecluster_104_sector002shcon9_gatezone_macro,50000.0,0.0,200000.0,ego_dlc_terran
cluster_104_sector002_macro,zone001_cluster_104_sector002_macro,-114153.03125,0.0,119656.25,ego_dlc_terran
cluster_104_sector002_macro,zone002_cluster_104_sector002_macro,-613.1934814453,0.0,118718.75,ego_dlc_terran
cluster_104_sector002_macro,zone003_cluster_104_sector002_macro,117080.328125,0.0,117843.75,ego_dlc_terran
cluster_104_sector002_macro,zone004_cluster_104_sector002_macro,18336.318359375,0.0,-75625.0,ego_dlc_terran
cluster_104_sector002_macro,zone005_cluster_104_sector002_macro,-92491.0078125,0.0,-121375.0,ego_dlc_terran
cluster_106_sector001_macro,zone001_cluster_106_sector001_macro,-114153.03125,0.0,116118.703125,ego_dlc_terran
cluster_106_sector001_macro,zone002_cluster_106_sector001_macro,121647.03125,0.0,111465.1015625,ego_dlc_terran
cluster_106_sector001_macro,zone003_cluster_106_sector001_macro,-15650.0546875,0.0,-88057.8984375,ego_dlc_terran
cluster_107_sector001_macro,zone001_cluster_107_sector001_macro,-114153.03125,0.0,116118.703125,ego_dlc_terran
cluster_107_sector001_macro,zone002_cluster_107_sector001_macro,-118565.796875,0.0,4700.7827148438,ego_dlc_terran
cluster_107_sector001_macro,zone003_cluster_107_sector001_macro,114955.0546875,0.0,93626.5625,ego_dlc_terran
cluster_107_sector001_macro,zone004_cluster_107_sector001_macro,77843.9296875,0.0,-134397.53125,ego_dlc_terran
cluster_107_sector001_macro,zone005_cluster_107_sector001_macro,-33514.703125,0.0,-136578.609375,ego_dlc_terran
cluster_108_sector001_macro,tzonecluster_108_sector001shcon10_gatezone_macro,-35487.578125,0.0,-200000.0,ego_dlc_terran
cluster_108_sector001_macro,tzonecluster_108_sector001shcon5_gatezone_macro,-50000.0,0.0,200000.0,ego_dlc_terran
cluster_108_sector001_macro,tzonecluster_108_sector001shcon6_gatezone_macro,-50000.0,0.0,-200000.0,ego_dlc_terran
cluster_108_sector001_macro,tzonecluster_108_sector001shcon9_gatezone_macro,-35156.0,0.0,200000.0,ego_dlc_terran
cluster_108_sector001_macro,zone001_cluster_108_sector001_macro,-114153.03125,0.0,116118.703125,ego_dlc_terran
cluster_108_sector001_macro,zone002_cluster_108_sector001_macro,54030.68359375,0.0,101330.6171875,ego_dlc_terran
cluster_108_sector001_macro,zone003_cluster_108_sector001_macro,-15640.625,0.0,-12908.8056640625,ego_dlc_terran
cluster_108_sector001_macro,zone004_cluster_108_sector001_macro,128262.0234375,0.0,-134751.28125,ego_dlc_terran
cluster_108_sector001_macro,zone005_cluster_108_sector001_macro,-44812.53125,0.0,-136466.296875,ego_dlc_terran
cluster_108_sector002_macro,tzonecluster_108_sector002shcon5_gatezone_macro,35730.46875,0.0,200000.0,ego_dlc_terran
cluster_108_sector002_macro,tzonecluster_108_sector002shcon9_gatezone_macro,50000.0,0.0,200000.0,ego_dlc_terran
cluster_108_sector002_macro,zone001_cluster_108_sector002_macro,-108882.8125,0.0,133000.0,ego_dlc_terran
cluster_108_sector002_macro,zone002_cluster_108_sector002_macro,59304.6875,0.0,118218.75,ego_dlc_terran
cluster_108_sector002_macro,zone003_cluster_108_sector002_macro,-10367.1875,0.0,3968.75,ego_dlc_terran
cluster_108_sector002_macro,zone004_cluster_108_sector002_macro,133539.0625,0.0,-117875.0,ego_dlc_terran
cluster_108_sector002_macro,zone005_cluster_108_sector002_macro,-39539.0625,0.0,-119593.75,ego_dlc_terran
cluster_108_sector003_macro,tzonecluster_108_sector003shcon10_gatezone_macro,8314.0,0.0,-1765.0,ego_dlc_terran
cluster_108_sector003_macro,tzonecluster_108_sector003shcon6_gatezone_macro,-6197.0,0.0,-1765.0,ego_dlc_terran
cluster_108_sector003_macro,zone001_cluster_108_sector003_macro,-108855.8125,-67377.0,133063.0,ego_dlc_terran
cluster_108_sector003_macro,zone002_cluster_108_sector003_macro,59332.6875,-59747.0,118281.75,ego_dlc_terran
cluster_108_sector003_macro,zone003_cluster_108_sector003_macro,-10339.1875,0.0,4031.75,ego_dlc_terran
cluster_108_sector003_macro,zone004_cluster_108_sector003_macro,133566.0625,32401.0,-66875.0,ego_dlc_terran
cluster_108_sector003_macro,zone005_cluster_108_sector003_macro,-81238.0625,59781.0,-119531.75,ego_dlc_terran
cluster_109_sector001_macro,zone001_cluster_109_sector001_macro,82573.1640625,0.0,-92239.5546875,ego_dlc_terran
cluster_109_sector001_macro,zone002_cluster_109_sector001_macro,127966.0625,0.0,123632.28125,ego_dlc_terran
cluster_109_sector001_macro,zone003_cluster_109_sector001_macro,-115810.3515625,0.0,-24860.451171875,ego_dlc_terran
cluster_10_sector001_macro,zone001_cluster_10_sector001_macro,-79242.234375,0.0,5013.5,
cluster_10_sector001_macro,zone002_cluster_10_sector001_macro,90039.9140625,0.0,105351.0703125,
cluster_10_sector001_macro,zone003_cluster_10_sector001_macro,80190.84375,0.0,-99632.9453125,
cluster_10_sector001_macro,zone004_cluster_10_sector001_macro,8767.76171875,0.0,43283.76171875,
cluster_110_sector001_macro,zone001_cluster_110_sector001_macro,-114153.03125,0.0,116118.703125,ego_dlc_terran
cluster_110_sector001_macro,zone002_cluster_110_sector001_macro,-109002.078125,0.0,-85623.265625,ego_dlc_terran
cluster_110_sector001_macro,zone003_cluster_110_sector001_macro,3378.3110351562,0.0,-6792.5375976562,ego_dlc_terran
cluster_110_sector001_macro,zone004_cluster_110_sector001_macro,116630.1484375,0.0,-131209.625,ego_dlc_terran
cluster_110_sector001_macro,zone005_cluster_110_sector001_macro,125349.3515625,0.0,15909.6376953125,ego_dlc_terran
cluster_111_sector001_macro,zone001_cluster_111_sector001_macro,-114153.03125,0.0,116118.703125,ego_dlc_terran
cluster_111_sector001_macro,zone002_cluster_111_sector001_macro,95555.3671875,0.0,78553.984375,ego_dlc_terran
cluster_111_sector001_macro,zone003_cluster_111_sector001_macro,-10435.958984375,0.0,65998.03125,ego_dlc_terran
cluster_111_sector001_macro,zone004_cluster_111_sector001_macro,-129370.0859375,0.0,-126427.765625,ego_dlc_terran
cluster_111_sector001_macro,zone005_cluster_111_sector001_macro,-22357.017578125,0.0,-139766.53125,ego_dlc_terran
cluster_112_sector001_macro,tzonecluster_112_sector001shcon6_gatezone_macro,-50000.0,0.0,-200000.0,ego_dlc_terran
cluster_112_sector001_macro,zone001_cluster_112_sector001_macro,-114153.03125,0.0,119765.625,ego_dlc_terran
cluster_112_sector001_macro,zone002_cluster_112_sector001_macro,127631.0859375,0.0,128764.296875,ego_dlc_terran
cluster_112_sector001_macro,zone003_cluster_112_sector001_macro,39907.90625,0.0,28085.9375,ego_dlc_terran
cluster_112_sector001_macro,zone004_cluster_112_sector001_macro,-71305.390625,0.0,-99017.8203125,ego_dlc_terran
cluster_112_sector001_macro,zone005_cluster_112_sector001_macro,75408.1328125,0.0,-122437.5,ego_dlc_terran
cluster_112_sector002_macro,tzonecluster_112_sector002shcon5_gatezone_macro,-50000.0,0.0,200000.0,ego_dlc_terran
cluster_112_sector002_macro,zone001_cluster_112_sector002_macro,-114153.03125,0.0,119765.625,ego_dlc_terran
cluster_112_sector002_macro,zone002_cluster_112_sector002_macro,-113140.0625,0.0,-50164.0625,ego_dlc_terran
cluster_112_sector002_macro,zone003_cluster_112_sector002_macro,39907.90625,0.0,28085.9375,ego_dlc_terran
cluster_112_sector002_macro,zone004_cluster_112_sector002_macro,126016.421875,0.0,130125.0,ego_dlc_terran
cluster_112_sector002_macro,zone005_cluster_112_sector002_macro,75408.1328125,0.0,-122437.5,ego_dlc_terran
cluster_113_sector001_macro,zone001_cluster_113_sector001_macro,-85828.5546875,0.0,52478.46875,ego_dlc_terran
cluster_113_sector001_macro,zone002_cluster_113_sector001_macro,-113140.0625,0.0,-50164.0625,ego_dlc_terran
cluster_113_sector001_macro,zone003_cluster_113_sector001_macro,125405.6875,0.0,-141350.703125,ego_dlc_terran
cluster_113_sector001_macro,zone004_cluster_113_sector001_macro,142358.359375,0.0,125211.609375,ego_dlc_terran
cluster_113_sector001_macro,zone005_cluster_113_sector001_macro,1565.6280517578,0.0,132593.875,ego_dlc_terran
cluster_114_sector001_macro,zone001_cluster_114_sector001_macro,-25623.83984375,0.0,144203.359375,ego_dlc_terran
cluster_114_sector001_macro,zone002_cluster_114_sector001_macro,-115039.453125,0.0,41591.33984375,ego_dlc_terran
cluster_114_sector001_macro,zone003_cluster_114_sector001_macro,-130885.6484375,0.0,-135881.453125,ego_dlc_terran
cluster_114_sector001_macro,zone004_cluster_114_sector001_macro,128824.4296875,0.0,69666.140625,ego_dlc_terran
cluster_114_sector001_macro,zone005_cluster_114_sector001_macro,131127.3125,0.0,-114179.359375,ego_dlc_terran
cluster_115_sector001_macro,zone001_cluster_115_sector001_macro,-130028.4609375,0.0,145028.8125,ego_dlc_terran
cluster_115_sector001_macro,zone002_cluster_115_sector001_macro,-113140.0625,0.0,-50164.0625,ego_dlc_terran
cluster_115_sector001_macro,zone003_cluster_115_sector001_macro,-29.6058654785,0.0,-100147.09375,ego_dlc_terran
cluster_115_sector001_macro,zone004_cluster_115_sector001_macro,64411.78125,0.0,91019.59375,ego_dlc_terran
cluster_115_sector001_macro,zone005_cluster_115_sector001_macro,121893.0390625,0.0,-70436.6328125,ego_dlc_terran
cluster_115_sector001_macro,zone006_cluster_115_sector001_macro,-29.6,0.0,-274972.6328125,ego_dlc_terran
cluster_116_sector001_macro,zone001_cluster_116_sector001_macro,-114153.03125,0.0,116118.703125,ego_dlc_terran
cluster_116_sector001_macro,zone002_cluster_116_sector001_macro,3637.3442382812,0.0,120528.09375,ego_dlc_terran
cluster_116_sector001_macro,zone003_cluster_116_sector001_macro,-75256.7734375,0.0,-33358.421875,ego_dlc_terran
cluster_116_sector001_macro,zone004_cluster_116_sector001_macro,106003.796875,0.0,11714.935546875,ego_dlc_terran
cluster_116_sector001_macro,zone005_cluster_116_sector001_macro,75408.1328125,0.0,-126087.234375,ego_dlc_terran
cluster_11_sector001_macro,zone001_cluster_11_sector001_macro,1520.3857421875,0.0,82078.53125,
cluster_11_sector001_macro,zone002_cluster_11_sector001_macro,125499.328125,0.0,-116864.453125,
cluster_11_sector001_macro,zone003_cluster_11_sector001_macro,-93626.28125,0.0,-128397.3828125,
cluster_12_sector001_macro,zone001_cluster_12_sector001_macro,-10131.36328125,0.0,-105944.15625,
cluster_12_sector001_macro,zone002_cluster_12_sector001_macro,132588.59375,0.0,36775.80078125,
cluster_12_sector001_macro,zone003_cluster_12_sector001_macro,35972.73828125,0.0,88150.25,
cluster_12_sector001_macro,zone004_cluster_12_sector001_macro,-63095.56640625,0.0,94558.0,
cluster_12_sector001_macro,zone005_cluster_12_sector001_macro,4962.2880859375,0.0,-8094.6123046875,
cluster_13_sector001_macro,zone001_cluster_13_sector001_macro,68694.7109375,0.0,-65740.9765625,
cluster_13_sector001_macro,zone002_cluster_13_sector001_macro,-37251.078125,0.0,-57811.03125,
cluster_13_sector001_macro,zone003_cluster_13_sector001_macro,42731.453125,0.0,49505.98046875,
cluster_14_sector001_macro,zone001_cluster_14_sector001_macro,89982.4921875,0.0,-100098.1640625,
cluster_14_sector001_macro,zone002_cluster_14_sector001_macro,-57062.328125,0.0,61362.80859375,
cluster_14_sector001_macro,zone003_cluster_14_sector001_macro,45571.9921875,0.0,108137.7109375,
cluster_14_sector001_macro,zone004_cluster_14_sector001_macro,50742.0078125,0.0,5897.970703125,
cluster_15_sector001_macro,tzonecluster_15_sector001shcon11_gatezone_macro,200000.0,0.0,50000.0,
cluster_15_sector001_macro,tzonecluster_15_sector001shcon12_gatezone_macro,200000.0,0.0,39976.65625,
cluster_15_sector001_macro,zone001_cluster_15_sector001_macro,163053.65625,0.0,39929.484375,
cluster_15_sector001_macro,zone002_cluster_15_sector001_macro,65059.48046875,0.0,55851.9609375,
cluster_15_sector001_macro,zone003_cluster_15_sector001_macro,61235.6015625,0.0,-144874.0,
cluster_15_sector001_macro,zone004_cluster_15_sector001_macro,-138440.46875,0.0,137906.15625,
cluster_15_sector002_macro,tzonecluster_15_sector002shcon7_gatezone_macro,-200000.0,0.0,50000.0,
cluster_15_sector002_macro,tzonecluster_15_sector002shcon8_gatezone_macro,-200000.0,0.0,39939.9375,
cluster_15_sector002_macro,zone001_cluster_15_sector002_macro,-161156.25,0.0,45971.98046875,
cluster_15_sector002_macro,zone002_cluster_15_sector002_macro,-28531.25,0.0,-112605.7578125,
cluster_15_sector002_macro,zone003_cluster_15_sector002_macro,131484.375,0.0,-122697.0703125,
cluster_16_sector001_macro,zone001_cluster_16_sector001_macro,-120299.9140625,0.0,-120866.46875,
cluster_16_sector001_macro,zone002_cluster_16_sector001_macro,119729.125,0.0,-98881.828125,
cluster_16_sector001_macro,zone003_cluster_16_sector001_macro,108556.609375,0.0,110512.875,
cluster_16_sector001_macro,zone004_cluster_16_sector001_macro,-106474.953125,0.0,99691.0703125,
cluster_17_sector001_macro,zone001_cluster_17_sector001_macro,-414.0701293945,0.0,-133511.671875,
cluster_17_sector001_macro,zone002_cluster_17_sector001_macro,-110506.71875,0.0,-6089.6225585938,
cluster_17_sector001_macro,zone003_cluster_17_sector001_macro,-40169.75,0.0,122351.8046875,
cluster_17_sector001_macro,zone004_cluster_17_sector001_macro,137201.75,0.0,133564.9375,
cluster_18_sector001_macro,zone001_cluster_18_sector001_macro,-106322.9375,0.0,-93529.4140625,
cluster_18_sector001_macro,zone002_cluster_18_sector001_macro,130040.6171875,0.0,34803.94921875,
cluster_18_sector001_macro,zone003_cluster_18_sector001_macro,3129.2189941406,0.0,4814.7314453125,
cluster_18_sector001_macro,zone004_cluster_18_sector001_macro,122406.828125,0.0,-62265.37890625,
cluster_18_sector001_macro,zone005_cluster_18_sector001_macro,2313.9113769531,0.0,-135764.09375,
cluster_18_sector001_macro,zone006_cluster_18_sector001_macro,116546.265625,0.0,-137467.21875,
cluster_19_sector001_macro,tzonecluster_19_sector001shcon11_gatezone_macro,200000.0,0.0,-39934.34765625,
cluster_19_sector001_macro,tzonecluster_19_sector001shcon12_gatezone_macro,200000.0,0.0,-50000.0,
cluster_19_sector001_macro,zone001_cluster_19_sector001_macro,155120.109375,0.0,-46612.625,
cluster_19_sector001_macro,zone002_cluster_19_sector001_macro,83107.421875,0.0,119173.203125,
cluster_19_sector001_macro,zone003_cluster_19_sector001_macro,-118718.8046875,0.0,124939.6640625,
cluster_19_sector002_macro,tzonecluster_19_sector002shcon7_gatezone_macro,-200000.0,0.0,50000.0,
cluster_19_sector002_macro,tzonecluster_19_sector002shcon8_gatezone_macro,-200000.0,0.0,39768.40234375,
cluster_19_sector002_macro,zone001_cluster_19_sector002_macro,-159187.5,0.0,41168.13671875,
cluster_19_sector002_macro,zone002_cluster_19_sector002_macro,50218.75,0.0,95554.0390625,
cluster_19_sector002_macro,zone003_cluster_19_sector002_macro,123625.0,0.0,-72589.0390625,
cluster_20_sector001_macro,zone001_cluster_20_sector001_macro,3879.4365234375,0.0,-155905.984375,
cluster_20_sector001_macro,zone002_cluster_20_sector001_macro,96774.0234375,0.0,-3815.5212402344,
cluster_20_sector001_macro,zone003_cluster_20_sector001_macro,6762.6684570312,0.0,137462.828125,
cluster_20_sector001_macro,zone004_cluster_20_sector001_macro,-114333.0703125,0.0,-91033.28125,
cluster_20_sector001_macro,zone005_cluster_20_sector001_macro,-117216.296875,0.0,45920.2265625,
cluster_21_sector001_macro,tzonecluster_21_sector001shcon5_gatezone_macro,146407.5625,0.0,200000.0,
cluster_21_sector001_macro,tzonecluster_21_sector001shcon9_gatezone_macro,156272.921875,0.0,200000.0,
cluster_21_sector001_macro,zone001_cluster_21_sector001_macro,147351.046875,0.0,165381.5,
cluster_21_sector001_macro,zone002_cluster_21_sector001_macro,-49429.51953125,0.0,34194.46484375,
cluster_21_sector001_macro,zone003_cluster_21_sector001_macro,-44749.19140625,0.0,-151558.171875,
cluster_21_sector002_macro,tzonecluster_21_sector002shcon10_gatezone_macro,50000.0,0.0,-200000.0,
cluster_21_sector002_macro,tzonecluster_21_sector002shcon6_gatezone_macro,40212.1875,0.0,-200000.0,
cluster_21_sector002_macro,zone001_cluster_21_sector002_macro,45833.76953125,0.0,-162117.1875,
