id,name,group,transport,volume,tags,price_avg,source
inv_advancedtargetingmodule,Advanced Targeting Module,hardware,inventory,1,inventory tradeonly,10056,
inv_agidevice_01,AGI Processor,contraband,inventory,1,crafting inventory,10585,
inv_agidevice_02,AGI Heuristic Core,contraband,inventory,1,crafting inventory,4563,
inv_agidevice_03,AGI Neural Network,contraband,inventory,1,crafting inventory,9983,
inv_algaescrubber,Algae Scrubber,generalitem,inventory,1,inventory tradeonly,872,
inv_antimatter_injection_sensor,Antimatter Injection Sensor,,inventory,1,inventory missiononly,1,
inv_aquamarine_pearl,Aquamarine Pearl,,inventory,1,inventory missiononly,1,
inv_aquaponicvegetable,Aquaponic Vegetables,luxuryitem,inventory,1,bribe crafting inventory,5056,
inv_argnusteak,Argnu Steak,luxuryitem,inventory,1,crafting inventory,757,
inv_argnu_softtoy,Argnu Soft Toy,,inventory,1,inventory missiononly nocustomgamestart,1,
inv_argon_voting_ballot,Argon Voting Ballot,,inventory,1,inventory missiononly,1,
inv_artificial_paranid_eye,Artificial Paranid Eye,,inventory,1,inventory missiononly,1,
inv_bandages,Bandages,generalitem,inventory,1,crafting inventory,112,
inv_biometric_data,Biometric Data,,inventory,1,inventory missiononly,1,
inv_bionic_augmentation,Bionic Augmentation,,inventory,1,inventory missiononly,1,
inv_bofu_burger,BoFu Burger,,inventory,1,inventory missiononly,1,
inv_bone_fragments,Bone Fragments,,inventory,1,inventory missiononly,1,
inv_boost_injection_regulator,Boost Injection Regulator,,inventory,1,inventory missiononly nocustomgamestart,1,
inv_bootleg_entertainment,Bootleg Entertainment,,inventory,1,inventory missiononly,1,
inv_boron_pheromone_sample,Boron Pheromone Sample,,inventory,1,inventory missiononly,1,
inv_bottle_musk,Bottle of Musk,,inventory,1,inventory missiononly,1,
inv_bridge_display_node,Bridge Display Node,,inventory,1,inventory missiononly nocustomgamestart,1,
inv_cahoonas,Cahoonas,luxuryitem,inventory,1,crafting inventory,265,
inv_capacitor,Capacitor,hardware,inventory,1,crafting inventory,432,
inv_carbonfilter,Carbon Filter,generalitem,inventory,1,inventory tradeonly,812,
inv_charged_particle_regulator,Charged Particle Regulator,,inventory,1,inventory missiononly,1,
inv_command_terminal_connector,Command Terminal Connector,,inventory,1,inventory missiononly nocustomgamestart,1,
inv_confidential_dossier,Confidential Dossier,,inventory,1,inventory missiononly,1,
inv_contaminated_soil_sample,Contaminated Soil Sample,,inventory,1,inventory missiononly,1,
inv_cosmetics_kit,Cosmetics Kit,,inventory,1,inventory missiononly,1,
inv_counterfeit_luxury_goods,Counterfeit Luxury Goods,,inventory,1,inventory missiononly,1,
inv_crystalbinder,Crystal Binder,generalitem,inventory,1,crafting inventory,833,
inv_crystalbit,Crystal Bit,curiosity,inventory,1,crafting inventory,972,
inv_crystal_01,Bandannite Crystal,curiosity,inventory,1,crafting inventory,1000,
inv_crystal_02,Menelaene Crystal,curiosity,inventory,1,inventory tradeonly,10000,
inv_crystal_03,Aguilite Crystal,curiosity,inventory,1,inventory tradeonly,15000,
inv_crystal_04,Mitonene Crystal,curiosity,inventory,1,inventory tradeonly,20000,
inv_crystal_05,Burnite Crystal,curiosity,inventory,1,inventory tradeonly,125000,
inv_damagedsingularityengine,Damaged Singularity Engine,hardware,inventory,1,inventory tradeonly,118514,
inv_damaged_keycard,Damaged Key Card,,inventory,1,inventory missiononly,1,
inv_datafragment,Data Fragment,hardware,inventory,1,crafting inventory,1280,
inv_decryptionmodule,Decryption Module,contraband,inventory,1,crafting inventory,9021,
inv_digitalseminar_boarding,Digital Seminar (Boarding),,inventory,1,deprecated gift inventory,100,
inv_digitalseminar_engineering,Digital Seminar (Engineering),,inventory,1,deprecated gift inventory,100,
inv_digitalseminar_management,Digital Seminar (Management),,inventory,1,deprecated gift inventory,100,
inv_digitalseminar_morale,Digital Seminar (Morale),,inventory,1,deprecated gift inventory,100,
inv_digitalseminar_piloting,Digital Seminar (Piloting),,inventory,1,deprecated gift inventory,100,
inv_dna_sample,DNA Sample,,inventory,1,inventory missiononly,1,
inv_electronics,Electronics,generalitem,inventory,1,crafting inventory,20068,
inv_encrypted_accesskey,Encrypted Access Key,,inventory,1,inventory missiononly tradeonly,1,
inv_encrypted_contract,Encrypted Contract,,inventory,1,inventory missiononly tradeonly,1,
inv_encrypted_espionagedocument,Encrypted Espionage Documents,,inventory,1,inventory missiononly tradeonly,1,
inv_encrypted_evidence,Encrypted Evidence,,inventory,1,inventory missiononly tradeonly,1,
inv_encrypted_malware,Encrypted Malware,,inventory,1,inventory missiononly tradeonly,1,
inv_encrypted_recording,Encrypted Recording,,inventory,1,inventory missiononly tradeonly,1,
inv_encrypted_report,Encrypted Report,,inventory,1,inventory missiononly tradeonly,1,
inv_encrypted_researchpaper,Encrypted Research Paper,,inventory,1,inventory missiononly tradeonly,1,
inv_experimental_medicine,Experimental Vaccine,,inventory,1,inventory missiononly,1,
inv_eyepatch,Eye Patch,,inventory,1,inventory missiononly,1,
inv_familyheirloom,Family Heirloom,,inventory,1,inventory missiononly tradeonly,1,
inv_fidget_toy,Fidget Toy,,inventory,1,inventory missiononly,1,
inv_finemeal,Fine Meal,luxuryitem,inventory,1,bribe crafting inventory,15042,
inv_firstaidkit,First Aid Kit,generalitem,inventory,1,crafting inventory,10523,
inv_fluxcapacitor,Flux Capacitor,generalitem,inventory,1,inventory tradeonly,129819,
inv_glass_figurine,Glass Figurine,,inventory,1,inventory missiononly,1,
inv_glowmalt,Glow Malt,luxuryitem,inventory,1,crafting inventory,2164,
inv_hallucinogenics,Hallucinogenics,contraband,inventory,1,crafting inventory,8352,
inv_harddrug_01,Delirium,contraband,inventory,1,crafting inventory,60895,
inv_harmonicresonator,Harmonic Resonator,luxuryitem,inventory,1,bribe crafting inventory,12500,
inv_hatikvah_dossier_dalbusta,Hatikvah Dossier: Dal Busta,,inventory,1,inventory missiononly,1,
inv_head_of_split,Head of a Split,,inventory,1,inventory missiononly,10000000,
inv_herbicide,Herbicide,generalitem,inventory,1,inventory tradeonly,236,
inv_holyorder_cipher,Holy Order Cipher,,inventory,1,inventory missiononly nocustomgamestart,1,
inv_hotdogs,"Jar of ""Cerberus"" Brand Hotdogs",,inventory,1,inventory missiononly,1,
inv_hydraulicpump,Hydraulic Pump,generalitem,inventory,1,inventory tradeonly,479,
inv_infusedbeverage,Infused Beverage,luxuryitem,inventory,1,bribe crafting inventory,9839,
inv_interfaceunit,Interface Unit,hardware,inventory,1,crafting inventory,954,
inv_kyondevice_01,Kyon Crystallite,curiosity,inventory,1,inventory,20023,
inv_kyondevice_02,Kyon Crystal Shard,curiosity,inventory,1,inventory,40639,
inv_kyondevice_03,Kyon Crystal,curiosity,inventory,1,inventory,80545,
inv_lastwill_testament,Last Will and Testament,,inventory,1,inventory missiononly,1,
inv_leather_journal,Leather Journal,,inventory,1,inventory missiononly,1,
inv_lostfragment,Lost Fragment,curiosity,inventory,1,crafting inventory,738,
inv_magneticmaterial,Lodestone,curiosity,inventory,1,crafting inventory,54,
inv_majaglit,Majaglit,luxuryitem,inventory,1,bribe crafting inventory,3333,
inv_massompowder,Massom Powder,luxuryitem,inventory,1,crafting inventory,943,
inv_microbrewdrink,Microbrew Drink,luxuryitem,inventory,1,bribe crafting inventory,10169,
inv_microgimble,Micro-Gimbal,generalitem,inventory,1,inventory tradeonly,650,
inv_micromotor,Micro-Motor,generalitem,inventory,1,inventory tradeonly,567,
inv_mixedfruit,Mixed Fruit,luxuryitem,inventory,1,crafting inventory,402,
inv_modulartrigger,Modular Trigger,hardware,inventory,1,inventory tradeonly,567,
inv_morpher_globe,Morpher Globe,,inventory,1,inventory missiononly,1,
inv_nanite_fabricator,Nanite Fabricator,,inventory,1,inventory missiononly,1,
inv_nautical_telescope,Brass Nautical Telescope,,inventory,1,inventory missiononly,1,
inv_needle,Needle,generalitem,inventory,1,crafting inventory,640,
inv_neuralstimulator,Neural Stimulator,contraband,inventory,1,bribe crafting inventory,13342,
inv_nishala_oceanwater_sample,Nishala Ocean Water Sample,,inventory,1,inventory missiononly,1,
inv_nividiumdreams_scalemodel,Nividium Dreams Scale Model,,inventory,1,inventory missiononly,1,
inv_nividiumjewel,Nividium Jewel,luxuryitem,inventory,1,bribe crafting inventory,15581,
inv_nividium_hifi_cable,Nividium-plated Hi-fi Cable,,inventory,1,inventory missiononly,1,
inv_nividium_scalescraper,Nividium Scale-Scraper,,inventory,1,inventory missiononly,1,
inv_nyanasfortune_scalemodel,Nyana's Fortune Scale Model,,inventory,1,inventory missiononly,1,
inv_paranid_religious_tract,Paranid Religious Tract,,inventory,1,inventory missiononly,1,
inv_preciousring,Precious Ring,,inventory,1,inventory missiononly tradeonly,1,
inv_pricelessart,Priceless Art,,inventory,1,inventory missiononly tradeonly,1,
inv_processing_panel_12G,Processing Panel Unit 12G,curiosity,inventory,1,inventory nocustomgamestart,46746,
inv_processing_panel_19L,Processing Panel Unit 19L,curiosity,inventory,1,inventory nocustomgamestart,23850,
inv_processing_panel_46B,Processing Panel Unit 46B,curiosity,inventory,1,inventory nocustomgamestart,6678,
inv_processing_panel_7A,Processing Panel Unit 7A,curiosity,inventory,1,inventory nocustomgamestart,2862,
inv_processing_panel_8X,Processing Panel Unit 8X,curiosity,inventory,1,inventory nocustomgamestart,12402,
inv_produce,Produce,luxuryitem,inventory,1,crafting inventory,114,
inv_programmablefieldarray,Programmable Field Array,hardware,inventory,1,inventory tradeonly,141176,
inv_quantum_data_shard,AGI Quantum Data Shard,curiosity,inventory,1,inventory nocustomgamestart tradeonly,56042,
inv_rapidsandfilter,Rapid Sand Filter,generalitem,inventory,1,inventory tradeonly,791,
inv_rareartefact,Rare Artifact,curiosity,inventory,1,bribe crafting inventory,9154,
inv_rarespices,Rare Spices,luxuryitem,inventory,1,crafting inventory,963,
inv_reactor_control_fuse,Reactor Control Fuse,,inventory,1,inventory missiononly nocustomgamestart,1,
inv_remotedetonator,Remote Detonator,hardware,inventory,1,crafting inventory,15897,
inv_salvagedelectronics,Salvaged Electronics,generalitem,inventory,1,crafting inventory,145,
inv_sandwell_archive_pass,Sandwell Archive Pass,,inventory,1,inventory missiononly,1,
inv_sealed_vacuum_tubes,Sealed Vacuum Tube,,inventory,1,inventory missiononly,1,
inv_securecontainer,Secure Container,generalitem,inventory,1,crafting inventory,4561,
inv_securitybypasssystem,Security Bypass System,contraband,inventory,1,crafting inventory,155605,
inv_securitydecryptionsystem,Security Decryption System,contraband,inventory,1,crafting inventory,165606,
inv_securityslicer,Security Slicer,contraband,inventory,1,crafting inventory,159605,
inv_sedative,Sedative,generalitem,inventory,1,crafting inventory,262,
inv_segarian_research,Qualitative Research on Segarian Terraforming,,inventory,1,inventory missiononly,1,
inv_seminar_management_0,Basic Seminar (Management),,inventory,1,gift inventory level0 management seminar,4620,
inv_seminar_management_1,Seminar for 1-Star Crew (Management),,inventory,1,gift inventory level1 management seminar,9900,
inv_seminar_management_2,Seminar for 2-Star Crew (Management),,inventory,1,gift inventory level2 management seminar,19680,
inv_seminar_management_3,Seminar for 3-Star Crew (Management),,inventory,1,gift inventory level3 management seminar,65400,
inv_seminar_management_4,Advanced Seminar for 4-Star Crew (Management),,inventory,1,gift inventory level4 management seminar,102000,
inv_seminar_piloting_0,Basic Seminar (Piloting),,inventory,1,gift inventory level0 piloting seminar,4290,
inv_seminar_piloting_1,Seminar for 1-Star Crew (Piloting),,inventory,1,gift inventory level1 piloting seminar,9000,
inv_seminar_piloting_2,Seminar for 2-Star Crew (Piloting),,inventory,1,gift inventory level2 piloting seminar,17760,
inv_seminar_piloting_3,Seminar for 3-Star Crew (Piloting),,inventory,1,gift inventory level3 piloting seminar,58800,
inv_seminar_piloting_4,Advanced Seminar for 4-Star Crew (Piloting),,inventory,1,gift inventory level4 piloting seminar,91500,
inv_sensitivedatapacket,Sensitive Data Packet,,inventory,1,inventory missiononly tradeonly,1,
inv_ship_in_a_bottle,Ship in a Bottle,,inventory,1,inventory missiononly,1,
inv_snailshells,Snail Shells,luxuryitem,inventory,1,crafting inventory,105,
inv_spacedyepizza,Space-Dye Pizza,luxuryitem,inventory,1,bribe crafting inventory,10871,
inv_spaceflycaviar,Spacefly Caviar,luxuryitem,inventory,1,crafting gift inventory,1057000,
inv_spaceflyeggs,Spacefly Eggs,luxuryitem,inventory,1,crafting inventory,10570,
inv_spacefly_larvae,Spacefly Larvae,,inventory,1,inventory missiononly,1,
inv_speech_manuscript,Speech Manuscript,,inventory,1,inventory missiononly,1,
inv_speech_pattern_analyzer,Speech Pattern Analyser,,inventory,1,inventory missiononly,1,
inv_spherical_artifact,Spherical Artefact,,inventory,1,inventory missiononly,1,
inv_split_ceremonial_dagger,Split Ceremonial Dagger,,inventory,1,inventory missiononly,15000000,
inv_split_hunting_trophy,Split Hunting Trophy,,inventory,1,inventory missiononly,1,
inv_tacky_knickknack,Tacky Knick-knack,,inventory,1,inventory missiononly,1,
inv_taxreturn_warrant,Tax Return Warrant,,inventory,1,inventory missiononly,1,
inv_terracotta_teladi_egg,Terracotta Teladi Egg,,inventory,1,inventory missiononly,1,
inv_timewarp,SETA,,inventory,1,disallowdrop inventory nocustomgamestart,1947545,
inv_towel,Towel,,inventory,1,inventory missiononly,1,
inv_travel_drive_coupling,Travel Drive Coupling,,inventory,1,inventory missiononly nocustomgamestart,1,
inv_tube_grease,Tube of Grease,,inventory,1,inventory missiononly,1,
inv_unmarked_black_box,Unmarked Black Box,,inventory,1,inventory missiononly,1,
inv_unrefined_ore_sample,Unrefined Ore Sample,,inventory,1,inventory missiononly,1,
inv_unstablecrystal,Unstable Crystal,curiosity,inventory,1,crafting inventory,5440,
inv_vial_green_liquid,Vial of Green Liquid,,inventory,1,inventory missiononly,1,
inv_virtual_pet,Virtual Pet,,inventory,1,inventory missiononly,1,
inv_wenendra_score,Wenendra Score,,inventory,1,inventory missiononly,1,
inv_xenoinscriptions,Xeno-Inscription,curiosity,inventory,1,crafting inventory,4186,
inv_xenoterran_implant,Xenoterran Implant,,inventory,1,inventory missiononly,1,
inv_xenotext,Xenotexts,curiosity,inventory,1,bribe crafting inventory,16398,
khaakalloy,Allographyne,hightech,container,20,container economy transmutable,1400,
khaakscrapmetal,Allographyne Fragments,refined,solid,10,economy recycling solid,220,
majadust,Maja Dust,pharmaceutical,container,6,container economy,208,
majasnails,Maja Snails,agricultural,container,6,container economy,58,
meat,Meat,agricultural,container,6,container economy,48,
medicalsupplies,Medical Supplies,pharmaceutical,container,2,container economy,66,
methane,Methane,gases,liquid,6,economy gas liquid minable,48,
microchips,Microchips,hightech,container,22,container economy,948,
missilecomponents,Missile Components,shiptech,container,1,container economy,9,
missile_cluster_heavy_mk1,Heavy Cluster Missile Mk1,missiles,equipment,1,deprecated,1800,
missile_cluster_light_mk1,Light Cluster Missile Mk1,missiles,equipment,1,deprecated,800,
missile_dumbfire_heavy_mk1,Heavy Dumbfire Missile Mk1,missiles,equipment,1,deprecated,530,
missile_dumbfire_heavy_mk2,Heavy Dumbfire Missile Mk2,missiles,equipment,1,deprecated,1810,
missile_dumbfire_light_mk1,Light Dumbfire Missile Mk1,missiles,equipment,1,deprecated,250,
missile_dumbfire_light_mk2,Light Dumbfire Missile Mk2,missiles,equipment,1,deprecated,650,
missile_emp_mk1,EMP Missile Mk1,missiles,equipment,1,deprecated,950,
missile_gen_l_dumbfire_01_mk1,Heavy Cluster Rocket,missiles,equipment,1,equipment missile,2278,
missile_gen_l_guided_01_mk1,Heavy Guided Missile,missiles,equipment,1,equipment missile,3447,
missile_gen_m_dumbfire_01_mk1,Medium Dumbfire Rocket,missiles,equipment,1,equipment missile,1036,
missile_gen_m_dumbfire_01_mk2,Medium Breaching Rocket,missiles,equipment,1,equipment missile,1245,
missile_gen_m_guided_01_mk1,Medium Guided Missile,missiles,equipment,1,equipment missile,1966,
missile_gen_m_smart_01_mk1,Medium Smart Missile,missiles,equipment,1,equipment missile,2477,
missile_gen_s_dumbfire_01_mk1,Light Dumbfire Rocket,missiles,equipment,1,equipment missile,580,
missile_gen_s_dumbfire_01_mk2,Light Breaching Rocket,missiles,equipment,1,equipment missile,702,
missile_gen_s_emp_01_mk1,Light Guided EMP Missile,missiles,equipment,1,equipment missile,1196,
missile_gen_s_guided_01_mk1,Light Guided Missile,missiles,equipment,1,equipment missile,1009,
missile_gen_s_heatseeker_01_mk1,Light Heatseeker Missile,missiles,equipment,1,equipment missile,857,
missile_gen_s_smart_01_mk1,Light Smart Missile,missiles,equipment,1,equipment missile,1135,
missile_gen_s_swarm_01_mk1,Light Swarm Missile,missiles,equipment,1,equipment missile,1010,
missile_gen_s_torpedo_01_mk1,Light Torpedo,missiles,equipment,1,equipment missile,2324,
missile_guided_heavy_mk1,Heavy Guided Missile Mk1,missiles,equipment,1,deprecated,2253,
missile_guided_light_mk1,Light Guided Missile Mk1,missiles,equipment,1,deprecated,858,
missile_heatseeker_heavy_mk1,Heavy Heatseeker Missile Mk1,missiles,equipment,1,deprecated,2563,
missile_heatseeker_light_mk1,Light Heatseeker Missile Mk1,missiles,equipment,1,deprecated,988,
missile_smart_heavy_mk1,Heavy Smart Missile Mk1,missiles,equipment,1,deprecated,2900,
missile_smart_light_mk1,Light Smart Missile Mk1,missiles,equipment,1,deprecated,1425,
missile_swarm_heavy_mk1,Heavy Swarm Missile Mk1,missiles,equipment,1,deprecated,2275,
missile_swarm_light_mk1,Light Swarm Missile Mk1,missiles,equipment,1,deprecated,1138,
missile_torpedo_heavy_mk1,Heavy Torpedo Missile Mk1,missiles,equipment,1,deprecated,20663,
missile_torpedo_light_mk1,Light Torpedo Missile Mk1,missiles,equipment,1,deprecated,4613,
